timestamp,v2,v1,bh_510300
2023-05-08,117229.33823790876,118042.93753674939,103938.4220813264
2023-05-09,116498.00543410747,117244.04734757586,102974.49924803375
2023-05-10,116167.96581831925,116901.1737035977,102120.73902426027
2023-05-11,116242.88797772805,116988.12788690493,101983.03576236132
2023-05-12,115266.88269702045,115941.13432021924,100578.46249099205
2023-05-15,116560.81247573029,117343.80499489827,102313.52359091879
2023-05-16,116087.385052406,116839.7119418615,101845.33250046238
2023-05-17,115890.6419385355,116621.14830066025,101101.73488620804
2023-05-18,115758.2204817128,116470.38879671808,101074.19423382825
2023-05-19,115732.0361411565,116448.70105204778,100908.95031954953
2023-05-22,115836.61695334416,116567.2819367377,101459.76336714532
2023-05-23,114860.50045022974,115520.28234823377,99889.9461814973
2023-05-24,114185.45157323987,114796.42681187106,98430.29160536845
2023-05-25,114029.30739550221,114624.4981266314,98182.42573395034
2023-05-26,114169.13208690946,114766.21645382099,98320.12899584929
2023-05-29,113743.29238382418,114307.42287914678,97879.47855777264
2023-05-30,113904.7394012567,114474.00245846853,97989.6411672918
2023-05-31,113365.90030420873,113887.32018464386,96998.17768161937
2023-06-01,113697.75914646595,114247.9616856128,97218.5029006577
2023-06-02,114506.16302468716,115130.60008089726,98678.15747678657
2023-06-05,113997.29418830306,114581.5571901969,98182.42573395034
2023-06-06,112528.77813652068,112989.08072684733,97163.42159589812
2023-06-07,112152.18649066295,112580.64077395761,96832.93376734064
2023-06-08,112267.5609558158,112701.971347185,97714.23464349392
